Date,Price
29/9/19,220.4302673
30/9/19,228.1228943
1/10/19,224.7619019
2/10/19,225.8936157
3/10/19,222.5790863
4/10/19,223.2508087
5/10/19,223.1653442
6/10/19,223.4119263
7/10/19,234.2361755
8/10/19,232.3572235
9/10/19,239.443924
10/10/19,230.1062012
11/10/19,222.5940094
12/10/19,225.1019897
13/10/19,224.1232452
14/10/19,228.5892334
15/10/19,222.8277893
16/10/19,218.2031097
17/10/19,221.4342041
18/10/19,212.6489105
19/10/19,213.9808655
20/10/19,224.9257355
21/10/19,233.256958
22/10/19,228.0449524
23/10/19,210.3764801
24/10/19,214.0478821
25/10/19,259.1669006
26/10/19,252.507019
27/10/19,261.2515869
28/10/19,265.4108582
29/10/19,288.95755
30/10/19,290.6281738
31/10/19,284.4766541
1/11/19,279.1373596
2/11/19,290.7164612
3/11/19,292.7105713
4/11/19,291.8466187
5/11/19,293.7068787
6/11/19,306.2286987
7/11/19,293.5040894
8/11/19,277.9786072
9/11/19,282.7441711
10/11/19,293.4754944
11/11/19,287.1585999
12/11/19,289.2414551
13/11/19,286.4934692
14/11/19,279.5598145
15/11/19,264.7102051
16/11/19,267.6974182
17/11/19,268.7431946
18/11/19,250.184082
19/11/19,244.4062042
20/11/19,244.2406311
21/11/19,226.598877
22/11/19,208.9272766
23/11/19,217.3383636
24/11/19,205.1488037
25/11/19,209.2351227
26/11/19,212.9339752
27/11/19,220.4140625
28/11/19,218.7379456
29/11/19,224.8083801
30/11/19,218.9078674
1/12/19,216.1696472
2/12/19,215.6574707
3/12/19,212.8588257
4/12/19,209.2947845
5/12/19,213.2892761
6/12/19,213.2167053
7/12/19,212.6498718
8/12/19,214.3563843
9/12/19,209.8517609
10/12/19,208.2995605
11/12/19,207.1809692
12/12/19,207.7120361
13/12/19,211.0898895
14/12/19,207.4953613
15/12/19,207.3648224
16/12/19,197.1459198
17/12/19,177.4078979
18/12/19,189.7341309
19/12/19,187.6325836
20/12/19,188.1712494
21/12/19,187.7408752
22/12/19,196.6617737
23/12/19,190.5197601
24/12/19,189.4975281
25/12/19,187.1773224
26/12/19,188.5613861
27/12/19,203.3274689
28/12/19,206.4109802
29/12/19,212.9558563
30/12/19,209.4047699
31/12/19,204.6231689
1/1/20,204.3975372
2/1/20,195.6985626
3/1/20,222.4129791
4/1/20,226.018692
5/1/20,224.0965271
