Date,ADA
19/12/20,0.164713994
20/12/20,0.161988005
21/12/20,0.152656004
22/12/20,0.156178996
23/12/20,0.136393994
24/12/20,0.152882993
25/12/20,0.157563999
26/12/20,0.157823995
27/12/20,0.154422
28/12/20,0.176734999
29/12/20,0.192164004
30/12/20,0.184039995
31/12/20,0.181397006
1/1/21,0.175349995
2/1/21,0.177423
3/1/21,0.204995006
4/1/21,0.224761993
5/1/21,0.258314013
6/1/21,0.331898004
7/1/21,0.299980015
8/1/21,0.305597007
9/1/21,0.332973003
10/1/21,0.304895014
11/1/21,0.275465995
12/1/21,0.287003011
13/1/21,0.313609004
14/1/21,0.310395986
15/1/21,0.302529991
16/1/21,0.352443993
17/1/21,0.379851997
18/1/21,0.371428013
19/1/21,0.369136989
20/1/21,0.375393987
21/1/21,0.310209006
22/1/21,0.34957701
23/1/21,0.345643014
24/1/21,0.353881001
25/1/21,0.343885988
26/1/21,0.34423399
27/1/21,0.313080013
28/1/21,0.333303005
29/1/21,0.348131001
30/1/21,0.362619013
31/1/21,0.344897985
1/2/21,0.402033001
2/2/21,0.426247001
3/2/21,0.441399992
4/2/21,0.441051006
5/2/21,0.537873983
6/2/21,0.627885997
7/2/21,0.663237989
8/2/21,0.682510972
9/2/21,0.703516006
10/2/21,0.930317998
11/2/21,0.927740991
12/2/21,0.925586998
13/2/21,0.905718982
14/2/21,0.848419011
15/2/21,0.861011982
16/2/21,0.870950997
17/2/21,0.890919983
18/2/21,0.914119005
19/2/21,0.927649021
20/2/21,1.122957945
21/2/21,1.100520015
22/2/21,1.099151015
23/2/21,0.954708993
24/2/21,1.051656961
25/2/21,1.079115987
26/2/21,1.24110496
27/2/21,1.324859977
28/2/21,1.308058977
1/3/21,1.292387962
2/3/21,1.225582004
3/3/21,1.216593027
4/3/21,1.114868045
5/3/21,1.168522954
6/3/21,1.131011963
7/3/21,1.133366942
8/3/21,1.118052959
9/3/21,1.195160985
10/3/21,1.135002971
11/3/21,1.124789953
12/3/21,1.039144039
13/3/21,1.103314042
14/3/21,1.059154034
15/3/21,1.033539057
16/3/21,1.242952943
17/3/21,1.378672957
18/3/21,1.239006042
19/3/21,1.302170038
20/3/21,1.206540942
21/3/21,1.189139962
22/3/21,1.10987401
23/3/21,1.121551991
24/3/21,1.075001955
25/3/21,1.101573944
26/3/21,1.213968992
27/3/21,1.176576972
28/3/21,1.191123962
29/3/21,1.202540994
30/3/21,1.213317037
31/3/21,1.193264008
1/4/21,1.189244032
2/4/21,1.196509004
3/4/21,1.17327702
4/4/21,1.191419959
5/4/21,1.214300036
6/4/21,1.255354047
7/4/21,1.175148964
8/4/21,1.219436049
9/4/21,1.203539968
10/4/21,1.218757987
11/4/21,1.266734958
12/4/21,1.316126943
13/4/21,1.41178596
14/4/21,1.455420017
15/4/21,1.481588006
16/4/21,1.416949034
17/4/21,1.384868979
18/4/21,1.275501013
19/4/21,1.197958946
20/4/21,1.26593399
21/4/21,1.206735015
22/4/21,1.147017002
23/4/21,1.155701995
24/4/21,1.101354957
25/4/21,1.088250041
26/4/21,1.234019041
27/4/21,1.306926966
28/4/21,1.335665941
29/4/21,1.308014035
30/4/21,1.352449059
1/5/21,1.353070974
2/5/21,1.326812029
3/5/21,1.362030029
4/5/21,1.274111032
5/5/21,1.475528955
6/5/21,1.650123954
7/5/21,1.653452992
8/5/21,1.619554043
9/5/21,1.770562053
10/5/21,1.644695997
11/5/21,1.764076948
12/5/21,1.552775025
13/5/21,1.933668017
14/5/21,2.004796028
15/5/21,2.174026966
16/5/21,2.309113026
17/5/21,2.032226086
18/5/21,2.003662109
19/5/21,1.482521057
20/5/21,1.810469031
21/5/21,1.552276969
22/5/21,1.463621974
23/5/21,1.325435996
24/5/21,1.549484968
25/5/21,1.55536902
26/5/21,1.782701969
27/5/21,1.645959973
28/5/21,1.511986971
29/5/21,1.406231999
30/5/21,1.577278972
31/5/21,1.742777944
1/6/21,1.734753013
2/6/21,1.752823949
3/6/21,1.840471029
4/6/21,1.710908055
5/6/21,1.65900898
6/6/21,1.678248048
7/6/21,1.564105988
8/6/21,1.588029981
9/6/21,1.624825954
10/6/21,1.531857014
11/6/21,1.436378002
12/6/21,1.48021996
13/6/21,1.558359027
14/6/21,1.575109959
15/6/21,1.597756028
16/6/21,1.482573032
17/6/21,1.482193947
18/6/21,1.415395975
19/6/21,1.390570045
20/6/21,1.429188013
21/6/21,1.177479982
22/6/21,1.153254032
23/6/21,1.252895951
24/6/21,1.356086969
25/6/21,1.256477952
26/6/21,1.250440001
27/6/21,1.335201979
28/6/21,1.324751973
29/6/21,1.368437052
30/6/21,1.383471966
1/7/21,1.335610986
2/7/21,1.39439702
3/7/21,1.406836033
4/7/21,1.458184004
5/7/21,1.404898047
6/7/21,1.418053031
7/7/21,1.403118014
8/7/21,1.330145955
9/7/21,1.349473953
10/7/21,1.336084962
11/7/21,1.348145008
12/7/21,1.315099001
13/7/21,1.265082955
14/7/21,1.262258053
15/7/21,1.223191977
16/7/21,1.173714995
17/7/21,1.172302008
18/7/21,1.183698058
19/7/21,1.121116042
20/7/21,1.056290984
21/7/21,1.168097973
22/7/21,1.186161041
23/7/21,1.206307054
24/7/21,1.233497024
25/7/21,1.228500962
26/7/21,1.258492947
27/7/21,1.278445959
28/7/21,1.283504009
29/7/21,1.284083962
30/7/21,1.308951974
31/7/21,1.322345018
1/8/21,1.31772995
2/8/21,1.310068011
3/8/21,1.365025997
4/8/21,1.376564026
5/8/21,1.386144996
6/8/21,1.40178597
7/8/21,1.470677018
8/8/21,1.427829981
9/8/21,1.477640033
10/8/21,1.672566056
11/8/21,1.798038006
12/8/21,1.82387805
13/8/21,2.136079073
14/8/21,2.191687107
15/8/21,2.169152975
16/8/21,2.07941699
17/8/21,1.926601052
18/8/21,2.108560085
19/8/21,2.428139925
20/8/21,2.457701921
21/8/21,2.435435057
22/8/21,2.71372509
23/8/21,2.917386055
24/8/21,2.721091032
25/8/21,2.738132
26/8/21,2.535527945
27/8/21,2.944196939
28/8/21,2.847490072
29/8/21,2.855986118
30/8/21,2.733160019
31/8/21,2.772475004
1/9/21,2.870767117
2/9/21,2.963438034
3/9/21,2.968239069
4/9/21,2.832807064
5/9/21,2.91082406
6/9/21,2.83189702
7/9/21,2.502490997
8/9/21,2.474988937
9/9/21,2.517666101
10/9/21,2.385910988
11/9/21,2.633949995
12/9/21,2.581727028
13/9/21,2.400662899
14/9/21,2.395637989
15/9/21,2.501635075
16/9/21,2.420969009
17/9/21,2.346419096
18/9/21,2.369977951
19/9/21,2.282299042
20/9/21,2.063988924
21/9/21,1.987028003
22/9/21,2.266181946
23/9/21,2.330940962
24/9/21,2.281269073
25/9/21,2.30154109
26/9/21,2.208494902
27/9/21,2.135905027
28/9/21,2.039139032
29/9/21,2.065687895
30/9/21,2.114451885
